comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
1935002820096890_1936648516598987,1551805975083245_1935002820096890,,Me please!,2018-01-20 18:46:31,1,1,0,0,0,0,0,0
1935002820096890_1936676396596199,1551805975083245_1935002820096890,1935002820096890_1936648516598987,Hi Melissa! Pls check inbox :),2018-01-20 20:16:31,0,0,0,0,0,0,0,0
1935002820096890_1936640376599801,1551805975083245_1935002820096890,,me please!!,2018-01-20 18:20:01,1,1,0,0,0,0,0,0
1935002820096890_1936676519929520,1551805975083245_1935002820096890,1935002820096890_1936640376599801,Hi Joyce. Pls check inbox :),2018-01-20 20:17:13,0,0,0,0,0,0,0,0
1935002820096890_1935470416716797,1551805975083245_1935002820096890,,Me please,2018-01-18 09:32:53,1,1,0,0,0,0,0,0
1935002820096890_1935471903383315,1551805975083245_1935002820096890,1935002820096890_1935470416716797,Pls check inbox! :),2018-01-18 09:35:16,1,1,0,0,0,0,0,0
1935002820096890_1935925563337949,1551805975083245_1935002820096890,,Me please,2018-01-19 09:06:17,1,1,0,0,0,0,0,0
1935002820096890_1935927180004454,1551805975083245_1935002820096890,1935002820096890_1935925563337949,Hi! Please check inbox :),2018-01-19 09:11:05,0,0,0,0,0,0,0,0
1935002820096890_1935445646719274,1551805975083245_1935002820096890,,Me please,2018-01-18 08:37:34,1,1,0,0,0,0,0,0
1935002820096890_1935471990049973,1551805975083245_1935002820096890,1935002820096890_1935445646719274,Hi! Pls check inbox! :),2018-01-18 09:35:26,0,0,0,0,0,0,0,0
1935002820096890_1936142706649568,1551805975083245_1935002820096890,,Me pls,2018-01-19 18:18:57,1,1,0,0,0,0,0,0
1935002820096890_1936175089979663,1551805975083245_1935002820096890,1935002820096890_1936142706649568,Hi Mandy! Pls check inbox :),2018-01-19 20:07:00,0,0,0,0,0,0,0,0
1935002820096890_1939078856355953,1551805975083245_1935002820096890,,Where are these made?,2018-01-25 18:28:46,1,1,0,0,0,0,0,0
1935002820096890_1939125236351315,1551805975083245_1935002820096890,1935002820096890_1939078856355953,"Hi Christine! Using the softest cotton handpicked from Japan, these baby kimonos are ethically made in Malaysia ☺️",2018-01-25 21:05:30,1,1,0,0,0,0,0,0
1935002820096890_1936010009996171,1551805975083245_1935002820096890,,Me please!,2018-01-19 12:37:17,1,1,0,0,0,0,0,0
1935002820096890_1936174989979673,1551805975083245_1935002820096890,1935002820096890_1936010009996171,Hi Tricia! Pls check inbox :),2018-01-19 20:06:45,0,0,0,0,0,0,0,0
1935002820096890_1936585536605285,1551805975083245_1935002820096890,,Kimmy Dee,2018-01-20 15:55:09,0,0,0,0,0,0,0,0
1935002820096890_1936731639924008,1551805975083245_1935002820096890,,Angela Attente de Miracle,2018-01-20 23:04:42,0,0,0,0,0,0,0,0
1934143330182839_1934995176764321,1551805975083245_1934143330182839,,Yea! I love identical twins very much!!! They are so cute!!!! 😍😍😍,2018-01-17 09:40:02,1,1,0,0,0,0,0,0
1934143330182839_1935007783429727,1551805975083245_1934143330182839,1934143330182839_1934995176764321,Right?? How I wish I have twins.... 😭,2018-01-17 10:11:10,0,0,0,0,0,0,0,0
1934143330182839_1935019570095215,1551805975083245_1934143330182839,1934143330182839_1934995176764321,Me too me too.. !🙋🏼,2018-01-17 10:44:57,1,0,0,0,1,0,0,0
1934143330182839_1934560173474488,1551805975083245_1934143330182839,,So adorable!,2018-01-16 11:06:50,1,1,0,0,0,0,0,0
1934143330182839_1935795440017628,1551805975083245_1934143330182839,,Jonathan Lee,2018-01-19 02:41:31,0,0,0,0,0,0,0,0
1933656976898141_1933847550212417,1551805975083245_1933656976898141,,AWESOME!!! 😍Loving it 😘can’t wait to receive mine 😉💋,2018-01-14 17:59:15,1,0,1,0,0,0,0,0
1933656976898141_1933872363543269,1551805975083245_1933656976898141,1933656976898141_1933847550212417,Sending out on 22 Jan! Just in time for CNY 😘😘,2018-01-14 19:46:23,1,0,1,0,0,0,0,0
1933656976898141_1933825803547925,1551805975083245_1933656976898141,,yes finally. waiting for mummy and son!,2018-01-14 16:17:37,1,0,1,0,0,0,0,0
1933656976898141_1933873180209854,1551805975083245_1933656976898141,1933656976898141_1933825803547925,Yes ! We do have mommy + son too! 😉,2018-01-14 19:46:54,1,1,0,0,0,0,0,0
1933656976898141_1933924066871432,1551805975083245_1933656976898141,,So nice!!!🌸😘,2018-01-14 22:19:30,1,0,1,0,0,0,0,0
1933656976898141_1933940686869770,1551805975083245_1933656976898141,1933656976898141_1933924066871432,Thank you! 😘,2018-01-14 23:31:23,0,0,0,0,0,0,0,0
1933656976898141_1933755680221604,1551805975083245_1933656976898141,,love it,2018-01-14 12:28:13,1,0,1,0,0,0,0,0
1933656976898141_1933760280221144,1551805975083245_1933656976898141,1933656976898141_1933755680221604,Thank you so much! ❤️,2018-01-14 12:41:51,1,1,0,0,0,0,0,0
1933281376935701_1933307420266430,1551805975083245_1933281376935701,,Sweet thoughts.,2018-01-13 10:36:18,1,1,0,0,0,0,0,0
1933281376935701_1933483800248792,1551805975083245_1933281376935701,,Belle Tay soon ~,2018-01-13 20:44:15,0,0,0,0,0,0,0,0
1933281376935701_1933483753582130,1551805975083245_1933281376935701,,Ferris Yeo,2018-01-13 20:43:58,0,0,0,0,0,0,0,0
1933281376935701_1933294626934376,1551805975083245_1933281376935701,,Tinny Ng,2018-01-13 10:04:09,0,0,0,0,0,0,0,0
1926085170988655_1931945447069294,1551805975083245_1926085170988655,,Beautiful gal,2018-01-10 09:52:33,1,1,0,0,0,0,0,0
1926085170988655_1931936670403505,1551805975083245_1926085170988655,,Wong Xiao Hong Jecelyn Loh,2018-01-10 09:32:22,1,0,0,0,1,0,0,0
1926085170988655_1931937627070076,1551805975083245_1926085170988655,1926085170988655_1931936670403505,"Btw, her eyes so big😲😁",2018-01-10 09:34:06,0,0,0,0,0,0,0,0
1931849360412236_1932955230301649,1551805975083245_1931849360412236,,Where do i find mommy and son twinning?,2018-01-12 12:57:54,1,1,0,0,0,0,0,0
1931849360412236_1933069700290202,1551805975083245_1931849360412236,1931849360412236_1932955230301649,Launching soon! Check your inbox ☺️,2018-01-12 20:22:52,0,0,0,0,0,0,0,0
1931849360412236_1933654506898388,1551805975083245_1931849360412236,1931849360412236_1932955230301649,Haha no yume 母の夢 keen to know too,2018-01-14 07:32:15,1,1,0,0,0,0,0,0
1931849360412236_1933657900231382,1551805975083245_1931849360412236,1931849360412236_1932955230301649,Chong Weiling sent you a pm! :),2018-01-14 07:39:56,0,0,0,0,0,0,0,0
1931849360412236_1932841570313015,1551805975083245_1931849360412236,,I need to match with my son,2018-01-12 07:21:17,1,1,0,0,0,0,0,0
1931849360412236_1932844396979399,1551805975083245_1931849360412236,1931849360412236_1932841570313015,We have mother + son twinning set too! ☺️,2018-01-12 07:28:57,1,1,0,0,0,0,0,0
1931849360412236_1932133387050500,1551805975083245_1931849360412236,,Very pretty!,2018-01-10 19:17:47,1,1,0,0,0,0,0,0
1931849360412236_1932375847026254,1551805975083245_1931849360412236,,Shay Carr,2018-01-11 06:37:33,1,0,1,0,0,0,0,0
1929274514003054_1929475113982994,1551805975083245_1929274514003054,,Pm!,2018-01-04 10:06:10,1,1,0,0,0,0,0,0
1929274514003054_1930542707209568,1551805975083245_1929274514003054,,Angela Ang,2018-01-06 23:29:34,0,0,0,0,0,0,0,0
1926082110988961_1928670394063466,1551805975083245_1926082110988961,,Yes please!,2018-01-02 10:29:20,0,0,0,0,0,0,0,0
1926082110988961_1928670427396796,1551805975083245_1926082110988961,1926082110988961_1928670394063466,Mother and son set!,2018-01-02 10:29:28,1,1,0,0,0,0,0,0
1926082110988961_1929072104023295,1551805975083245_1926082110988961,,Scottie Sue True Have you seen this? So much fun.,2018-01-03 10:49:22,2,2,0,0,0,0,0,0
1926082110988961_1928996164030889,1551805975083245_1926082110988961,,Yes please,2018-01-03 07:10:48,1,1,0,0,0,0,0,0
1926082110988961_1929001034030402,1551805975083245_1926082110988961,,Ronald Chong I can picture u doing this 😒,2018-01-03 07:28:02,0,0,0,0,0,0,0,0
1926082110988961_1929014117362427,1551805975083245_1926082110988961,1926082110988961_1929001034030402,:/,2018-01-03 08:08:29,0,0,0,0,0,0,0,0
1926082110988961_1928661350731037,1551805975083245_1926082110988961,,Yes please!,2018-01-02 10:12:36,2,2,0,0,0,0,0,0
1926082110988961_1928662640730908,1551805975083245_1926082110988961,,Yes please!,2018-01-02 10:16:35,1,1,0,0,0,0,0,0
1926082110988961_1928672884063217,1551805975083245_1926082110988961,,Yes please,2018-01-02 10:38:08,1,1,0,0,0,0,0,0
1926082110988961_1928834137380425,1551805975083245_1926082110988961,,Yes please!,2018-01-02 20:39:54,1,1,0,0,0,0,0,0
1926082110988961_1928805044050001,1551805975083245_1926082110988961,,Yes please!!!,2018-01-02 18:35:03,1,1,0,0,0,0,0,0
1926082110988961_1928799790717193,1551805975083245_1926082110988961,,Yes please 😊,2018-01-02 18:13:48,1,1,0,0,0,0,0,0
1926082110988961_1928891160708056,1551805975083245_1926082110988961,,Yes please,2018-01-03 00:40:11,1,1,0,0,0,0,0,0
1926082110988961_1928862857377553,1551805975083245_1926082110988961,,Yes please,2018-01-02 22:28:11,1,1,0,0,0,0,0,0
1926082110988961_1928831290714043,1551805975083245_1926082110988961,,Yes pls! 💕,2018-01-02 20:25:18,1,1,0,0,0,0,0,0
1926082110988961_1928655890731583,1551805975083245_1926082110988961,,Yes please!,2018-01-02 09:57:48,1,1,0,0,0,0,0,0
1926082110988961_1928913080705864,1551805975083245_1926082110988961,,Yes please!,2018-01-03 02:15:55,1,1,0,0,0,0,0,0
1926082110988961_1928824487381390,1551805975083245_1926082110988961,,Yes please!,2018-01-02 19:56:14,1,1,0,0,0,0,0,0
1926082110988961_1929214060675766,1551805975083245_1926082110988961,,Kelvin George Thomas,2018-01-03 18:27:26,0,0,0,0,0,0,0,0
1926082110988961_1928686774061828,1551805975083245_1926082110988961,,Christopher Taylor Knox,2018-01-02 11:16:17,0,0,0,0,0,0,0,0
1928209607442878_1928390674091438,1551805975083245_1928209607442878,,No sizes for boy 120-130cm?,2018-01-01 16:48:18,0,0,0,0,0,0,0,0
1928209607442878_1928441364086369,1551805975083245_1928209607442878,1928209607442878_1928390674091438,Hi! He can fit in our 3-4T!,2018-01-01 20:55:21,0,0,0,0,0,0,0,0
1928209607442878_1929274864003019,1551805975083245_1928209607442878,1928209607442878_1928390674091438,Haha no yume 母の夢 hi dear.. u mean your 3-4T is for 120-130cm kiddos?,2018-01-03 22:49:30,0,0,0,0,0,0,0,0
1928209607442878_1929275504002955,1551805975083245_1928209607442878,1928209607442878_1928390674091438,BiBi yes!,2018-01-03 22:51:58,1,0,1,0,0,0,0,0
1928209607442878_1929275710669601,1551805975083245_1928209607442878,1928209607442878_1928390674091438,Haha no yume 母の夢 I also want a matching set with my boy... pls keep me posted 😘😍 thx,2018-01-03 22:52:52,1,1,0,0,0,0,0,0
1928209607442878_1929752560621916,1551805975083245_1928209607442878,,"Hi, can i know where can I view the collection for mommy & me sets for mummy and son? thanks.",2018-01-05 04:01:36,1,1,0,0,0,0,0,0
1928209607442878_1929058424024663,1551805975083245_1928209607442878,,Yes pls,2018-01-03 10:06:11,1,1,0,0,0,0,0,0
1928209607442878_1928827650714407,1551805975083245_1928209607442878,,Yes pls,2018-01-02 20:09:53,1,1,0,0,0,0,0,0
1928209607442878_1928564844074021,1551805975083245_1928209607442878,,Yes pls,2018-01-02 06:06:05,1,1,0,0,0,0,0,0
1928209607442878_1929558157308023,1551805975083245_1928209607442878,,Alexander Ang,2018-01-04 14:08:19,1,1,0,0,0,0,0,0
1928209607442878_1929447943985711,1551805975083245_1928209607442878,,Lixiang Ong,2018-01-04 08:51:12,0,0,0,0,0,0,0,0
1926080647655774_1926495770947595,1551805975083245_1926080647655774,,"We will be launching Mommy + Me matching sets after the New Year!! Sign up for our newsletter to receive first news (and a discount to shop of coz! 💁🏻)

Sign up for our mailing: http://eepurl.com/btlMH5 [[SHARE]]",2017-12-28 09:19:49,0,0,0,0,0,0,0,0
1926080214322484_1926114417652397,1551805975083245_1926080214322484,,"We will be launching Mommy + Me matching sets after the New Year!! Sign up for our newsletter to receive first news (and a discount to shop of coz! 💁🏻)

Sign up for our mailing: http://eepurl.com/btlMH5",2017-12-27 10:13:38,0,0,0,0,0,0,0,0
1923643677899471_1925228664407639,1551805975083245_1923643677899471,,so now i know.. im an A hole parent 😂😂,2017-12-25 05:21:27,1,0,0,0,1,0,0,0
1923643677899471_1923825214547984,1551805975083245_1923643677899471,,Perle Kam 😂😂😂,2017-12-21 17:45:08,0,0,0,0,0,0,0,0
1923643677899471_1923924737871365,1551805975083245_1923643677899471,,Jessey Ling,2017-12-21 23:50:53,0,0,0,0,0,0,0,0
1913490798914759_1920065388257300,1551805975083245_1913490798914759,,Definitely can relate to this for my boys😂😂 haha..,2017-12-13 01:25:12,1,0,0,0,1,0,0,0
1919286255001880_1923123281284844,1551805975083245_1919286255001880,,Jysica Leron Chua Melissa Jonas Kok next time ur gal gal can wear tgt sure v cute!!,2017-12-20 03:17:01,1,1,0,0,0,0,0,0
1919587374971768_1937894423141063,1551805975083245_1919587374971768,,這要去哪裡買啊？,2018-01-23 08:02:55,1,1,0,0,0,0,0,0
1919587374971768_1937897869807385,1551805975083245_1919587374971768,1919587374971768_1937894423141063,你好！你可以從這裡買: https://www.hahanoyume.com/collections/cny-collection [[SHARE]],2018-01-23 08:13:27,0,0,0,0,0,0,0,0
1919587374971768_1948813622049143,1551805975083245_1919587374971768,,So expensive 😭,2018-02-15 20:52:44,0,0,0,0,0,0,0,0
1919587374971768_1948815005382338,1551805975083245_1919587374971768,1919587374971768_1948813622049143,"Hi! Our material is ethically made using premium Japanese cotton.  You may view our satisfied customers’ testimonials on our website and FB ☺️ 
https://www.hahanoyume.com/pages/customer-reviews
You may use code SAVE20 to save 20% off your cart ❤️ Happy Chinese New Year! 😘 [[SHARE]]",2018-02-15 20:57:20,0,0,0,0,0,0,0,0
1919587374971768_1950795181850987,1551805975083245_1919587374971768,,Mua đi,2018-02-20 02:48:27,0,0,0,0,0,0,0,0
1919587374971768_1950795738517598,1551805975083245_1919587374971768,1919587374971768_1950795181850987,60$ lan,2018-02-20 02:51:20,0,0,0,0,0,0,0,0
1919587374971768_1950795768517595,1551805975083245_1919587374971768,1919587374971768_1950795181850987,10$ shipping nua,2018-02-20 02:51:32,0,0,0,0,0,0,0,0
1919587374971768_1950795978517574,1551805975083245_1919587374971768,1919587374971768_1950795181850987,Thôi dẹp bà nó đi,2018-02-20 02:52:05,0,0,0,0,0,0,0,0
1919587374971768_1950797721850733,1551805975083245_1919587374971768,1919587374971768_1950795181850987,Hi! Thanks for dropping by! Remember to use code SAVE20 to save 20% off your purchase! :),2018-02-20 02:59:36,0,0,0,0,0,0,0,0
1919587374971768_1935339433396562,1551805975083245_1919587374971768,,Aww cute,2018-01-18 03:48:15,1,1,0,0,0,0,0,0
1919587374971768_1935403120056860,1551805975083245_1919587374971768,1919587374971768_1935339433396562,Thank you!,2018-01-18 06:50:52,0,0,0,0,0,0,0,0
1919587374971768_1922702787993560,1551805975083245_1919587374971768,,"Michelle Wilson 🎎

I can’t wait until Theo’s one arrives...",2017-12-19 01:48:41,1,1,0,0,0,0,0,0
1919587374971768_1922727711324401,1551805975083245_1919587374971768,1919587374971768_1922702787993560,💕 which one did you get for Theo?,2017-12-19 03:10:41,1,1,0,0,0,0,0,0
1919587374971768_1922734617990377,1551805975083245_1919587374971768,1919587374971768_1922702787993560,Michelle Wilson Check IG... it’s super cute,2017-12-19 03:47:06,0,0,0,0,0,0,0,0
1919587374971768_1943147992615706,1551805975083245_1919587374971768,,"May bộ cho con nit ne Nhu Bui , nhin kung ghe. Bua c thay co đồ cho mẹ và bé luon .",2018-02-03 12:03:23,0,0,0,0,0,0,0,0
1919587374971768_1938492313081274,1551805975083245_1919587374971768,,Mary Vang Sang Thao this so cute!!! Check it out,2018-01-24 12:25:05,1,1,0,0,0,0,0,0
1919587374971768_1938556239741548,1551805975083245_1919587374971768,1919587374971768_1938492313081274,I still have one of those.,2018-01-24 15:53:35,0,0,0,0,0,0,0,0
1919587374971768_1945979908999181,1551805975083245_1919587374971768,,Vicky Tran Junie would look so cute in one!,2018-02-09 20:55:40,0,0,0,0,0,0,0,0
1919587374971768_1945982672332238,1551805975083245_1919587374971768,1919587374971768_1945979908999181,"Yeah, so cute!! I got her some ao dai this tet too 🙂",2018-02-09 21:06:16,0,0,0,0,0,0,0,0
1919587374971768_1929457473984758,1551805975083245_1919587374971768,,Pearly Tan Gatab for Ethena!,2018-01-04 09:20:02,0,0,0,0,0,0,0,0
1919587374971768_1950783408518831,1551805975083245_1919587374971768,,"Tina Dinh de thuong ko na , muon cho Emma ma Mac quA",2018-02-20 01:54:19,0,0,0,0,0,0,0,0
1919587374971768_1950795211850984,1551805975083245_1919587374971768,1919587374971768_1950783408518831,Mua đi,2018-02-20 02:48:36,0,0,0,0,0,0,0,0
1919587374971768_1935668280030344,1551805975083245_1919587374971768,,OMG Kashia cute!!,2018-01-18 18:51:34,0,0,0,0,0,0,0,0
1919587374971768_1935492603381245,1551805975083245_1919587374971768,,Gloria FChan Meky Chan,2018-01-18 10:26:36,1,1,0,0,0,0,0,0
